Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Copacabana;3;1;0;140;3700.0;1350;329
Apartamento;Lagoa;4;3;1;240;7300.0;2700;800
Apartamento;Barra da Tijuca;1;1;1;70;2100.0;1136;260
Apartamento;Barra da Tijuca;3;2;1;90;3000.0;1150;211
Apartamento;Copacabana;1;0;0;44;1600.0;424;24
Apartamento;Ipanema;3;1;1;177;10000.0;4600;0
Apartamento;Bonsucesso;2;0;0;70;1000.0;465;0
Apartamento;Laranjeiras;3;1;0;119;3000.0;1050;185
Apartamento;Flamengo;4;1;1;220;5300.0;1305;315
Apartamento;Catete;2;1;1;75;2300.0;725;115
Apartamento;Barra da Tijuca;2;1;1;64;2000.0;1023;174
Apartamento;Leblon;2;2;1;117;7000.0;2750;0
Quitinete;Flamengo;1;0;0;23;1300.0;420;25
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1800.0;890;129
Apartamento;Madureira;3;1;1;60;1200.0;460;0
Apartamento;Flamengo;2;0;0;75;2000.0;600;80
Apartamento;Leblon;3;2;1;170;7300.0;2340;540
Apartamento;Barra da Tijuca;3;2;3;116;4200.0;1550;370
Apartamento;Pechincha;3;1;1;75;1500.0;590;0
Casa;Irajá;1;0;0;35;700.0;0;0
Apartamento;Copacabana;2;0;0;80;2700.0;620;150
Apartamento;Ipanema;3;2;1;160;6300.0;2200;495
Apartamento;Copacabana;2;1;1;70;3000.0;850;120
Apartamento;Freguesia (Jacarepaguá);2;1;0;50;880.0;297;14
Apartamento;Botafogo;3;2;1;130;3000.0;1210;0
Apartamento;Vila Isabel;2;0;0;74;1450.0;240;22
Apartamento;Engenho de Dentro;2;0;0;60;1000.0;410;13
Apartamento;Copacabana;3;1;1;95;2200.0;1330;169
Apartamento;Méier;3;0;0;70;1400.0;310;38
Apartamento;Lins de Vasconcelos;2;1;0;110;1350.0;355;67
Casa de Condomínio;Pechincha;3;1;2;155;2500.0;0;0
Apartamento;Laranjeiras;2;1;1;76;2700.0;985;0
Apartamento;Maracanã;2;1;1;106;1900.0;621;146
Apartamento;Barra da Tijuca;2;1;1;72;1400.0;700;57
Apartamento;Marechal Hermes;1;0;0;70;520.0;0;25
Apartamento;Ramos;2;1;0;69;900.0;250;0
Apartamento;Todos os Santos;2;0;0;101;1350.0;650;106
Apartamento;Leme;2;0;1;100;7000.0;650;90
Flat;Barra da Tijuca;1;1;1;40;3000.0;0;0
Apartamento;Centro;1;0;0;45;1700.0;300;25
Quitinete;Tijuca;1;0;0;28;1500.0;390;30
Apartamento;Barra da Tijuca;3;2;1;110;3300.0;1450;240
Apartamento;Barra da Tijuca;4;2;1;150;5500.0;1900;3200
Apartamento;Barra da Tijuca;4;4;4;262;10000.0;2500;800
Apartamento;Maracanã;1;1;0;60;1800.0;514;81
Apartamento;Rio Comprido;2;1;0;65;1200.0;750;15
Apartamento;Botafogo;2;1;1;130;3000.0;950;0
Apartamento;Recreio dos Bandeirantes;4;2;1;200;3000.0;1000;450
Apartamento;Botafogo;2;1;1;50;5400.0;0;0
Apartamento;Copacabana;3;1;1;200;5000.0;1500;323
Quitinete;Copacabana;1;0;0;40;1300.0;528;25
Apartamento;Copacabana;4;1;1;210;7000.0;1750;0
Apartamento;Jardim Botânico;2;2;1;74;2950.0;1423;252
Apartamento;Barra da Tijuca;3;2;1;98;3000.0;1100;200
Quitinete;Flamengo;0;0;0;25;1000.0;387;24
Apartamento;Botafogo;2;1;1;100;3000.0;715;178
Apartamento;Barra da Tijuca;4;2;1;160;9500.0;2000;800
Apartamento;Recreio dos Bandeirantes;3;1;1;75;1500.0;890;139
Apartamento;Tijuca;2;1;0;71;2100.0;700;24
Apartamento;Recreio dos Bandeirantes;2;1;1;68;1700.0;780;125
Apartamento;Engenho Novo;2;1;1;90;1500.0;759;1100
Apartamento;Copacabana;3;0;1;160;4000.0;1300;200
Apartamento;Leblon;1;1;0;70;3000.0;623;121
Apartamento;Campo Grande;2;1;0;60;750.0;280;0
Apartamento;Copacabana;3;1;0;140;3500.0;1526;130
Apartamento;Lagoa;2;1;1;76;4500.0;945;326
Apartamento;Grajaú;3;0;0;88;1400.0;750;82
Quitinete;Copacabana;1;0;0;21;900.0;358;58
Apartamento;Copacabana;3;0;0;107;3500.0;900;160
Apartamento;Barra da Tijuca;3;1;3;200;3000.0;1300;0
Apartamento;Jacarepaguá;2;1;0;75;1400.0;720;620
Apartamento;Barra da Tijuca;3;2;1;90;2700.0;1500;330
Apartamento;Gávea;2;1;0;86;2990.0;518;241
Apartamento;Recreio dos Bandeirantes;2;2;2;99;1700.0;890;0
Apartamento;Barra da Tijuca;3;2;1;212;5500.0;1200;650
Apartamento;Jacarepaguá;3;1;1;94;1600.0;680;128
Apartamento;Recreio dos Bandeirantes;2;2;1;150;2100.0;809;298
Apartamento;Recreio dos Bandeirantes;3;2;1;129;3500.0;827;2978
Apartamento;Copacabana;3;3;1;240;6000.0;2500;0
Apartamento;Ipanema;2;0;0;99;4700.0;970;0
Apartamento;Taquara;1;0;0;40;800.0;0;13
Apartamento;Barra da Tijuca;3;2;0;117;4500.0;990;624
Apartamento;Recreio dos Bandeirantes;2;2;1;79;2800.0;0;0
Apartamento;Leme;2;1;0;85;6500.0;700;203
Apartamento;Grajaú;1;0;0;50;1400.0;295;20
Apartamento;Barra da Tijuca;3;0;3;326;6000.0;2000;500
Apartamento;Leblon;3;1;1;101;3900.0;1500;0
Apartamento;Jardim Guanabara;3;4;0;100;2300.0;507;114
Apartamento;Recreio dos Bandeirantes;2;1;1;75;2200.0;670;20
Apartamento;Copacabana;1;0;0;40;6000.0;0;0
Apartamento;Copacabana;2;0;0;70;2000.0;922;122
Quitinete;Flamengo;1;0;0;30;1700.0;390;29
Apartamento;Andaraí;2;1;1;80;1350.0;700;106
Casa;Cosmos;2;1;0;50;700.0;200;0
Apartamento;Barra da Tijuca;4;3;0;352;10000.0;4200;0
Apartamento;Flamengo;1;1;1;64;2700.0;980;0
Apartamento;Copacabana;2;0;2;120;6950.0;990;0
Apartamento;Barra da Tijuca;3;2;3;105;3000.0;1500;270
Apartamento;Barra da Tijuca;2;1;1;66;2000.0;780;187
Apartamento;Ipanema;3;1;1;120;5000.0;1600;170
Apartamento;Leblon;2;1;1;90;5000.0;1900;0
Apartamento;Laranjeiras;3;2;1;180;5800.0;1800;170
Apartamento;Freguesia (Jacarepaguá);2;1;1;62;1700.0;1;1
Apartamento;Lagoa;3;2;1;150;9000.0;2970;493
Apartamento;Botafogo;3;1;1;88;4200.0;1200;130
Apartamento;Tijuca;3;0;1;88;2100.0;880;0
Apartamento;Barra da Tijuca;3;3;3;400;6500.0;2010;1218
Casa;Anil;7;2;1;268;3300.0;0;430
Casa;Ramos;1;0;0;45;850.0;0;0
Casa;Campo Grande;4;0;0;159;1800.0;0;0
Apartamento;Copacabana;4;0;0;255;5000.0;2400;455
Apartamento;Recreio dos Bandeirantes;2;1;1;72;2000.0;890;160
Apartamento;Laranjeiras;2;1;0;65;2800.0;600;150
Apartamento;Recreio dos Bandeirantes;3;2;2;190;5500.0;800;432
Apartamento;Freguesia (Jacarepaguá);2;1;1;98;1800.0;646;800
Apartamento;Barra da Tijuca;3;2;2;85;2800.0;953;187
Apartamento;Freguesia (Jacarepaguá);2;1;0;50;750.0;530;0
Casa de Vila;Riachuelo;2;0;0;41;1200.0;0;40
Apartamento;Barra da Tijuca;3;3;1;120;6500.0;2600;680
Apartamento;São Conrado;2;1;1;78;3000.0;703;2973
Casa de Condomínio;Recreio dos Bandeirantes;3;2;1;285;6500.0;1593;0
Apartamento;Tijuca;2;0;0;70;1300.0;493;20
Apartamento;Botafogo;3;0;1;80;2400.0;650;114
Apartamento;São Conrado;2;2;2;110;4500.0;2357;735
Apartamento;Vila Isabel;3;1;0;77;1500.0;669;77
Apartamento;Botafogo;1;0;0;25;1800.0;0;0
Apartamento;Engenho Novo;2;0;0;48;1100.0;250;17
Apartamento;Catete;2;0;0;71;2200.0;750;109
Apartamento;Recreio dos Bandeirantes;3;2;1;140;2900.0;905;258
Apartamento;Tijuca;3;0;0;61;1500.0;300;50
Apartamento;Leme;2;0;0;75;2600.0;760;137
Apartamento;Leblon;4;2;2;155;7200.0;1900;732
Apartamento;Barra da Tijuca;3;2;3;112;1400.0;1400;900
Apartamento;Flamengo;3;1;1;252;9500.0;1628;573
Apartamento;Leblon;3;2;1;147;7500.0;1000;381
Apartamento;Pechincha;2;1;1;58;1090.0;450;0
Apartamento;Copacabana;2;0;0;70;2500.0;615;130
Apartamento;Barra da Tijuca;3;2;1;114;3500.0;1900;260
Apartamento;Ilha do Governador;3;1;1;90;1800.0;790;104
Apartamento;Leblon;2;1;1;80;5500.0;1650;352
Apartamento;Copacabana;1;0;0;40;1600.0;342;0
Apartamento;Tijuca;2;1;0;60;1200.0;590;24
Apartamento;Botafogo;1;1;0;36;2900.0;1020;172
Apartamento;Barra da Tijuca;1;1;0;61;1600.0;1700;350
Apartamento;Barra da Tijuca;1;1;0;60;1500.0;862;140
Apartamento;Ipanema;2;1;1;85;6500.0;750;200
Apartamento;Botafogo;1;1;0;40;1950.0;614;56
Apartamento;Barra da Tijuca;1;1;0;65;1800.0;1750;288
Apartamento;Laranjeiras;3;1;0;90;2200.0;640;118
Apartamento;Lins de Vasconcelos;2;0;0;50;1000.0;200;36
Quitinete;Centro;1;0;0;19;600.0;308;25
Apartamento;Barra da Tijuca;3;2;1;127;3200.0;2200;390
Apartamento;Leblon;2;2;1;160;10000.0;1600;400
Apartamento;Recreio dos Bandeirantes;1;1;1;100;4500.0;1500;200
Apartamento;Tijuca;4;1;0;168;3500.0;660;0
Casa de Vila;Cascadura;1;0;0;40;850.0;0;0
Flat;Leblon;2;1;1;62;6500.0;2438;416
Apartamento;Freguesia (Jacarepaguá);3;1;1;75;1400.0;695;81
Casa;Campo Grande;3;1;3;114;1500.0;0;0
Casa;Campo Grande;4;0;2;324;3000.0;0;0
Apartamento;Laranjeiras;1;1;1;50;2500.0;697;0
Apartamento;Barra da Tijuca;2;1;1;69;2200.0;970;68
Apartamento;Copacabana;4;1;1;330;9000.0;2800;37
Apartamento;Cachambi;3;1;1;75;1300.0;697;0
Quitinete;Centro;1;0;0;34;750.0;420;21
Apartamento;Flamengo;3;1;1;130;3500.0;1470;270
Casa de Condomínio;Barra da Tijuca;5;3;2;400;8500.0;860;780
Apartamento;Ipanema;3;2;1;150;7000.0;1800;340
Apartamento;Copacabana;3;1;1;190;8500.0;1400;4200
Casa de Condomínio;Barra da Tijuca;4;3;4;466;7400.0;2695;1283
Apartamento;Tijuca;2;0;0;80;1800.0;300;95
Casa;Maria da Graça;2;0;0;52;950.0;100;11
Apartamento;Freguesia (Jacarepaguá);2;1;1;70;1700.0;630;1061
Apartamento;Copacabana;1;0;1;47;1915.0;670;70
Apartamento;Centro;1;0;0;45;1200.0;305;46
Apartamento;Recreio dos Bandeirantes;3;1;1;80;2000.0;0;0
Apartamento;Copacabana;4;1;1;160;3300.0;1700;228
Apartamento;Jardim Guanabara;2;0;0;87;1150.0;570;0
Apartamento;Tijuca;2;1;0;65;1700.0;577;65
Apartamento;Curicica;3;2;1;75;1900.0;813;83
Apartamento;Glória;1;0;1;39;1200.0;600;30
Apartamento;Flamengo;2;1;0;70;2300.0;800;0
Apartamento;Gávea;4;3;2;230;6000.0;3200;0
Apartamento;Recreio dos Bandeirantes;4;2;2;170;2800.0;1540;250
Apartamento;Gávea;5;2;1;290;5000.0;3161;448
Apartamento;Recreio dos Bandeirantes;2;1;1;85;2100.0;1050;130
Apartamento;Tijuca;2;0;0;72;2500.0;550;90
Apartamento;Vila Isabel;4;2;1;78;2600.0;700;0
Apartamento;Botafogo;3;1;2;180;4500.0;1800;360
Apartamento;Flamengo;2;1;2;120;4500.0;2000;290
Apartamento;Engenho Novo;3;1;0;60;1000.0;785;0
Apartamento;Flamengo;3;1;1;101;2900.0;846;245
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1500.0;1030;170
Apartamento;Leblon;1;0;0;86;2000.0;690;180
Apartamento;Jacarepaguá;3;1;0;80;900.0;228;13
Apartamento;Campo Grande;2;1;0;48;650.0;261;0
Quitinete;Flamengo;0;0;0;25;1000.0;379;95
Quitinete;Flamengo;1;0;0;29;1900.0;474;108
Apartamento;Tijuca;2;0;0;66;1550.0;398;87
Flat;Lagoa;3;1;1;123;5500.0;1070;555
Quitinete;Saúde;1;0;0;23;600.0;445;0
Casa;Freguesia (Jacarepaguá);2;0;0;150;3300.0;0;860
Flat;Barra da Tijuca;2;1;2;73;2900.0;2112;0
Apartamento;Tijuca;3;1;1;110;2500.0;800;0
Apartamento;Botafogo;3;0;1;109;3600.0;887;1833
Apartamento;Tijuca;2;1;0;70;1650.0;680;0
Apartamento;Barra da Tijuca;3;2;2;270;5000.0;4050;0
Apartamento;Recreio dos Bandeirantes;4;3;4;440;6000.0;1200;4200
Apartamento;Barra da Tijuca;2;1;1;66;1900.0;1100;200
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;175;4250.0;900;353
Apartamento;Ipanema;3;1;2;90;6000.0;1021;207
Apartamento;Leblon;2;1;1;72;3100.0;1000;230
Apartamento;Centro;1;0;0;31;1200.0;354;0
Apartamento;Botafogo;3;2;1;120;6500.0;1450;300
Quitinete;Copacabana;1;0;0;30;2500.0;440;0
Quitinete;Copacabana;1;0;0;30;1200.0;520;70
Apartamento;Campo Grande;2;1;0;68;1300.0;0;0
Apartamento;Grajaú;1;0;0;48;1300.0;193;0
Apartamento;Grumari;2;1;1;65;1900.0;0;0
Apartamento;Laranjeiras;3;1;0;130;3000.0;1084;185
Apartamento;Campo Grande;2;1;0;65;800.0;600;0
Apartamento;Todos os Santos;2;1;1;63;1300.0;645;55
Apartamento;Madureira;2;0;0;50;1000.0;300;0
Apartamento;Copacabana;3;0;1;100;4000.0;940;210
Apartamento;Tijuca;2;1;0;68;2100.0;750;100
Apartamento;Copacabana;3;1;1;120;4500.0;0;0
Apartamento;Ipanema;3;2;1;150;6300.0;2200;495
Apartamento;Ipanema;2;1;1;95;7700.0;4000;395
Apartamento;Barra da Tijuca;4;3;3;170;7000.0;1950;3500
Casa de Condomínio;Madureira;2;0;0;70;900.0;0;68
Apartamento;Campo Grande;3;1;0;56;900.0;780;0
Apartamento;Catete;2;1;1;90;3000.0;825;245
Casa;Braz de Pina;4;1;0;99;1800.0;0;0
Apartamento;Barra da Tijuca;1;1;0;50;2000.0;958;335
Apartamento;Recreio dos Bandeirantes;2;2;0;180;1800.0;741;410
Apartamento;Recreio dos Bandeirantes;3;2;1;108;1600.0;770;271
Quitinete;Copacabana;1;0;0;36;1000.0;503;57
Apartamento;Copacabana;1;0;0;62;1800.0;838;13
Apartamento;Botafogo;1;0;0;65;2000.0;700;0
Apartamento;Copacabana;3;1;0;75;3000.0;700;120
Apartamento;Barra da Tijuca;2;2;1;174;2300.0;1600;450
Apartamento;Leme;2;0;0;70;2700.0;878;0
Apartamento;Ricardo de Albuquerque;1;0;0;25;350.0;0;0
Apartamento;Barra da Tijuca;1;1;1;78;2200.0;1400;347
Apartamento;Ipanema;2;0;0;75;3600.0;760;240
Flat;Copacabana;1;1;0;55;2100.0;1900;125
Apartamento;Ramos;2;0;0;75;800.0;0;0
Apartamento;Copacabana;3;2;1;97;3800.0;1000;192
Apartamento;Barra da Tijuca;3;3;3;175;8000.0;3800;9850
Apartamento;Leblon;3;1;1;155;7500.0;1700;500
Apartamento;Barra da Tijuca;3;1;1;110;4200.0;1167;149
Apartamento;Todos os Santos;3;1;1;78;1450.0;600;73
Apartamento;Lagoa;3;1;1;125;5500.0;858;357
Apartamento;Barra da Tijuca;2;1;1;82;3200.0;1664;0
Quitinete;Leblon;1;0;1;22;2500.0;335;0
Apartamento;Ipanema;3;2;1;150;6500.0;2200;387
Quitinete;Centro;1;0;0;27;650.0;203;20
Apartamento;Tijuca;2;0;0;69;1900.0;606;30
Quitinete;Copacabana;1;0;0;25;2200.0;450;120
Apartamento;Copacabana;2;1;1;70;3000.0;800;20
Apartamento;Humaitá;3;1;0;93;3500.0;780;201
Apartamento;Tijuca;3;2;1;99;1800.0;1100;0
Flat;Lagoa;1;1;1;62;2600.0;1300;300
Apartamento;Barra da Tijuca;3;1;1;70;2100.0;800;0
Quitinete;São Conrado;1;0;0;30;1400.0;545;26
Apartamento;Tijuca;2;0;0;70;1700.0;490;72
Apartamento;Recreio dos Bandeirantes;3;2;1;106;2500.0;780;248
Apartamento;Barra da Tijuca;2;1;1;120;6000.0;3600;8000
Apartamento;Recreio dos Bandeirantes;3;3;1;213;2700.0;983;0
Apartamento;Ipanema;2;2;2;140;7000.0;2750;690
Apartamento;Pechincha;2;1;0;56;1000.0;517;0
Apartamento;Recreio dos Bandeirantes;3;1;1;88;1700.0;600;164
Apartamento;São Conrado;2;2;2;78;3000.0;1001;0
Apartamento;Santíssimo;2;1;0;45;600.0;0;0
Apartamento;Barra da Tijuca;2;2;1;65;1500.0;1058;170
Apartamento;Leblon;2;1;1;90;7950.0;0;0
Apartamento;Copacabana;2;0;0;75;2800.0;550;70
Casa;Vila da Penha;2;0;0;115;1200.0;0;0
Apartamento;Grajaú;2;1;0;68;1650.0;540;0
Apartamento;Recreio dos Bandeirantes;2;1;1;75;2100.0;737;130
Apartamento;Barra da Tijuca;3;2;1;129;5500.0;2320;0
Apartamento;Barra da Tijuca;2;1;1;90;2750.0;1300;154
Apartamento;Méier;2;0;0;58;900.0;465;35
Apartamento;Barra da Tijuca;3;2;1;122;2600.0;1700;294
Casa;Praça Seca;2;0;0;60;850.0;0;13
Apartamento;Copacabana;3;1;0;130;3100.0;1364;213
Apartamento;Copacabana;3;0;1;130;3800.0;1500;0
Apartamento;Engenho Novo;2;0;0;67;900.0;500;0
Casa;Madureira;1;0;0;30;1100.0;0;0
Apartamento;Laranjeiras;3;1;0;124;2900.0;1185;0
Casa;Campo Grande;2;1;0;91;1200.0;0;0
Apartamento;Ipanema;2;1;0;90;4000.0;1550;187
Apartamento;Catete;3;1;0;130;3300.0;600;216
Apartamento;Leblon;3;1;1;101;7000.0;700;3500
Apartamento;Barra da Tijuca;4;2;4;217;7000.0;2698;708
Apartamento;Leblon;3;2;1;200;7500.0;3340;840
Apartamento;Recreio dos Bandeirantes;3;2;2;141;2700.0;810;150
Apartamento;Copacabana;3;0;0;130;3800.0;1141;309
Apartamento;Copacabana;1;0;0;19;1100.0;488;30
Casa de Condomínio;Barra da Tijuca;4;4;4;800;10000.0;1200;1404
Apartamento;Flamengo;2;1;0;76;2400.0;600;0
Apartamento;Flamengo;1;0;0;38;1500.0;504;57
Apartamento;Barra da Tijuca;4;3;1;230;6500.0;4000;5000
Apartamento;Ilha do Governador;2;1;0;60;1000.0;330;48
Apartamento;Tijuca;3;1;1;129;1580.0;930;116
Apartamento;Barra da Tijuca;2;1;1;78;1200.0;1099;149
Apartamento;Barra da Tijuca;4;1;2;354;6000.0;1770;0
Apartamento;Barra da Tijuca;1;1;0;60;1900.0;1900;300
Apartamento;São Cristóvão;2;0;0;60;1100.0;350;20
Apartamento;Copacabana;2;1;0;75;2590.0;800;0
Apartamento;Recreio dos Bandeirantes;3;2;1;85;1650.0;1200;174
Apartamento;Tijuca;3;0;0;72;1600.0;489;24
Apartamento;Ipanema;3;1;1;155;10000.0;2450;405
Apartamento;Leblon;3;1;1;160;8900.0;1600;0
Apartamento;Copacabana;2;1;1;90;3700.0;1030;260
Apartamento;Pechincha;3;1;1;80;1000.0;965;89
Apartamento;Laranjeiras;2;1;1;83;3000.0;905;151
Apartamento;Leblon;3;1;0;140;7000.0;2051;582
Apartamento;Campo Grande;2;1;0;50;850.0;340;0
Apartamento;Copacabana;3;0;3;184;7200.0;1880;502
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1200.0;708;148
Apartamento;Irajá;2;0;0;60;1300.0;559;0
Apartamento;Copacabana;3;0;1;100;4500.0;600;180
Apartamento;Estácio;2;0;0;31;900.0;250;20
Quitinete;Leblon;1;0;0;20;1800.0;672;58
Casa de Condomínio;Barra da Tijuca;4;4;1;400;8000.0;800;0
Apartamento;Cosmos;2;0;0;50;800.0;0;0
Apartamento;Leblon;1;1;0;60;3000.0;850;200
Apartamento;Copacabana;2;1;1;120;3100.0;1380;373
Apartamento;Freguesia (Jacarepaguá);3;1;1;93;2200.0;516;175
Apartamento;Catete;0;0;0;20;1100.0;563;25
Apartamento;Pilares;3;0;0;65;1200.0;165;20
Apartamento;Flamengo;1;1;0;50;2000.0;580;70
Flat;Botafogo;1;1;1;46;3200.0;1150;100
Apartamento;Barra da Tijuca;4;4;4;276;6500.0;1100;770
Apartamento;Recreio dos Bandeirantes;3;2;1;115;2400.0;1040;200
Apartamento;Pechincha;1;1;0;54;850.0;347;14
Casa;Barra da Tijuca;2;0;2;74;1850.0;0;162
Apartamento;Andaraí;2;1;0;65;1100.0;800;0
Apartamento;Copacabana;3;0;0;99;2300.0;650;71
Quitinete;Copacabana;1;0;0;28;1100.0;450;54
Apartamento;Península;4;3;3;156;5500.0;2250;3400
Casa;Vigário Geral;1;0;0;40;550.0;0;0
Apartamento;Grajaú;2;1;1;79;1900.0;506;0
Apartamento;Copacabana;3;1;0;160;5700.0;1700;37
Apartamento;Barra da Tijuca;2;1;1;70;1400.0;650;0
Casa;Oswaldo Cruz;1;1;0;60;700.0;0;0
Apartamento;Jardim Guanabara;2;1;0;80;2000.0;600;0
Apartamento;Copacabana;2;1;1;100;3990.0;0;0
Apartamento;Barra da Tijuca;3;2;3;155;5900.0;1850;332
Apartamento;Catete;2;0;1;75;2100.0;725;0
Apartamento;Barra da Tijuca;3;3;3;169;7500.0;3500;1004
Apartamento;Barra da Tijuca;2;2;1;78;2800.0;1300;1400
Flat;Leblon;1;1;0;45;4000.0;1800;234
Apartamento;Grajaú;2;1;0;93;1500.0;700;0
Apartamento;Bonsucesso;1;1;0;50;950.0;170;26
Apartamento;Recreio dos Bandeirantes;2;1;1;66;1500.0;494;74
Apartamento;Barra da Tijuca;3;2;1;193;5000.0;3330;878
Apartamento;Tijuca;2;0;0;76;1450.0;330;20
Apartamento;Flamengo;1;0;0;40;2000.0;500;70
Casa;Encantado;1;0;0;40;1000.0;0;17
Apartamento;Glória;1;0;0;40;2000.0;600;50
Apartamento;Campo Grande;2;1;0;50;750.0;300;0
Apartamento;Andaraí;2;1;0;92;1700.0;700;0
Apartamento;Tijuca;2;0;0;65;1500.0;550;90
Apartamento;Botafogo;4;2;2;160;8500.0;2660;280
Apartamento;Recreio dos Bandeirantes;2;1;1;86;2200.0;695;143
Apartamento;Copacabana;3;1;1;180;6500.0;2400;0
Apartamento;Méier;1;0;0;47;900.0;320;16
Apartamento;Tijuca;3;1;1;170;3200.0;1400;200
Apartamento;Grajaú;2;1;1;115;1800.0;602;0
Quitinete;Copacabana;1;0;0;35;1100.0;450;558
Apartamento;Barra da Tijuca;1;1;1;50;1900.0;1129;352
Apartamento;Anil;2;1;1;121;2600.0;485;0
Apartamento;Tijuca;3;1;1;192;4000.0;2300;241
Quitinete;Tijuca;1;0;0;30;990.0;0;0
Apartamento;Ipanema;1;0;0;60;3200.0;610;126
Apartamento;Copacabana;1;0;0;40;1100.0;800;100
Apartamento;Leblon;3;1;0;93;4460.0;960;0
Casa;Anchieta;2;2;0;70;950.0;0;0
Apartamento;Ipanema;3;1;1;255;7000.0;3500;697
Apartamento;Freguesia (Jacarepaguá);3;1;1;90;2500.0;740;124
Apartamento;Jacarepaguá;2;1;1;65;2500.0;665;50
Apartamento;Barra da Tijuca;2;1;1;77;2000.0;858;140
Apartamento;Península;3;1;1;80;2900.0;1300;0
Apartamento;Tijuca;3;1;0;70;2000.0;592;88
Apartamento;Barra da Tijuca;2;1;1;68;1650.0;855;100
Apartamento;Barra da Tijuca;4;4;4;310;8000.0;2150;0
Quitinete;Gardênia Azul;1;0;0;18;485.0;0;0
Apartamento;Lagoa;2;2;2;140;5800.0;1600;500
Apartamento;Recreio dos Bandeirantes;2;1;1;100;2500.0;520;0
Apartamento;Tijuca;2;0;0;62;1400.0;250;47
Apartamento;Pechincha;2;1;2;60;1100.0;600;50
Apartamento;Vila Isabel;1;0;0;50;800.0;176;24
Apartamento;Leme;3;1;1;140;4500.0;1600;0
Casa de Condomínio;Pedra de Guaratiba;2;1;0;85;1300.0;150;0
Casa;Campo Grande;4;1;3;100;1600.0;0;0
Apartamento;Rio Comprido;2;1;0;60;1500.0;772;0
Apartamento;Recreio dos Bandeirantes;3;2;1;100;3200.0;1190;433
Apartamento;Leblon;2;0;1;76;4500.0;600;167
Quitinete;Centro;1;0;0;30;800.0;350;0
Apartamento;Barra da Tijuca;3;1;1;131;2800.0;1400;4015
Apartamento;Barra da Tijuca;3;2;1;120;7500.0;3100;0
Apartamento;Barra da Tijuca;3;1;1;112;3200.0;1700;320
Apartamento;Copacabana;3;1;1;150;3800.0;1230;377
Apartamento;Ipanema;4;2;1;145;4200.0;1611;615
Apartamento;Recreio dos Bandeirantes;3;1;1;162;2000.0;500;0
Apartamento;Taquara;2;1;0;55;700.0;230;16
Apartamento;Barra da Tijuca;4;2;1;310;5500.0;1400;0
Apartamento;Tijuca;2;0;0;70;1800.0;400;40
Apartamento;Lagoa;4;2;1;200;8000.0;1815;7500
Apartamento;Leblon;3;3;1;170;8000.0;1500;565
Apartamento;Rio Comprido;3;1;0;90;2300.0;778;65
Apartamento;Méier;2;0;0;55;1300.0;530;0
Apartamento;Recreio dos Bandeirantes;1;0;0;30;2000.0;0;0
Apartamento;Copacabana;3;2;1;140;4500.0;1470;0
Quitinete;Curicica;1;0;0;45;900.0;0;0
Apartamento;Méier;3;1;1;120;2000.0;796;172
Apartamento;Barra da Tijuca;2;1;1;78;1500.0;1149;157
Apartamento;Barra da Tijuca;2;1;1;76;2800.0;1000;209
Apartamento;Lagoa;2;1;0;100;4950.0;800;330
Apartamento;Flamengo;3;1;0;165;5200.0;1584;0
Apartamento;Barra da Tijuca;3;2;1;106;4500.0;1770;620
Casa;Vila Valqueire;3;0;1;128;1500.0;0;45
Apartamento;São Conrado;5;2;1;250;5000.0;2071;0
Apartamento;Barra da Tijuca;2;1;1;90;2000.0;1600;200
Apartamento;Leblon;3;1;1;100;4000.0;1500;170
Apartamento;Recreio dos Bandeirantes;2;2;1;100;2300.0;500;0
Apartamento;Leblon;2;2;1;66;4500.0;2080;312
Apartamento;Ipanema;2;0;0;80;3768.0;1080;150
Apartamento;Copacabana;3;2;0;140;3900.0;1650;290
Apartamento;Irajá;2;0;0;50;850.0;0;0
Apartamento;Piedade;2;1;0;52;1300.0;480;135
Flat;Ipanema;1;1;0;50;3000.0;2287;305
Apartamento;Gávea;2;1;1;74;5200.0;857;198
Apartamento;Copacabana;4;2;1;279;3150.0;2025;370
Apartamento;Praça da Bandeira;2;0;0;57;2300.0;604;51
Apartamento;Barra da Tijuca;2;1;1;70;1900.0;943;108
Apartamento;Urca;3;1;0;80;3200.0;876;185
Apartamento;Flamengo;2;0;0;70;2100.0;750;30
Loft;Barra da Tijuca;1;2;1;103;2450.0;1520;0
Casa;Bangu;3;2;0;100;1450.0;0;0
Apartamento;Copacabana;3;0;0;79;3000.0;1365;171
Apartamento;Barra da Tijuca;2;1;1;66;2000.0;1152;1675
Apartamento;Freguesia (Jacarepaguá);3;1;0;61;1300.0;500;14
Loft;Barra da Tijuca;2;1;1;68;2800.0;750;160
Apartamento;Copacabana;2;4;2;185;8000.0;2600;611
Apartamento;Copacabana;4;2;1;366;7000.0;3200;552
Apartamento;Glória;2;0;0;77;2000.0;762;90
Apartamento;Leblon;4;2;2;200;7500.0;1800;733
Apartamento;Taquara;2;1;0;70;1100.0;480;0
Casa de Vila;Ramos;1;0;0;40;600.0;0;0
